,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,year,month,Day,Hour
75,Joseph Vallini,over priced same old fake people really terrible,1,1,5.362.0,2024-03-23 02:09:13,"We're so sorry about your experience with us. We absolutely do not tolerate fake profiles on Bumble and would like to look into this. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can look into this.",2024-03-23 13:04:54,5.362.0,2024,3,Saturday,2
76,Anthonelle Wallace,interesting app what interesting nice people Wood recommended to my friends and family members great local connection one that can be real meaningful look forward to meeting other people on this app,5,0,5.361.0,2024-03-23 01:44:48,Thanks for making our day! This is what we're here for! 🫶,2024-03-23 13:01:24,5.361.0,2024,3,Saturday,1
77,Samuel johnston,Waste of time. Nothing but Paywall after paywall after paywall. For what? FAT women? No thanks. 👎 -5 stars,1,2,,2024-03-23 01:42:29,"Thank you for your feedback on this. We're sorry you didn't enjoy your experience on Bumble. While there are paid features, we also have free features that can be used. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport); we'd be happy to help.",2024-03-23 13:01:22,,2024,3,Saturday,1
78,Eddy Sal,Money money money,2,1,5.362.0,2024-03-23 01:05:01,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 12:59:54,5.362.0,2024,3,Saturday,1
79,bevan gilliand (Hammie),I had a full profile with hobbies. No matches ever messaged. Waste of time. Women never going to message first. This is by far the worst dating app on the market. Everyone knows women will not message first and only looking for a rich guy. They are not looking for anything real.,1,3,,2024-03-23 01:01:43,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-23 13:11:53,,2024,3,Saturday,1
80,Oak Hill,"It was better in the past. I've been a user for years in the hope of finding love. As a male, being in my 30s, it's become difficult to go out and try to find a potential match. I often got matches and had great convos that never led to anything. Kind of a waste of time, I.M.O. Nothing against women making the first move in terms of messaging.. But sometimes I'll get matches and they won't message. How does that make me feel as a man? Not good. Seems pretty single sided to favor women.",1,3,5.362.0,2024-03-23 00:56:16,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 13:58:52,5.362.0,2024,3,Saturday,0
81,Vicki K,"After upgrading to premium +, I am unable to view profiles that have sent me ""like"". When I click on the profile thumbnails I get a white screen and unable to see the profile. I have made several attempts to resolve issue but no resolution, despite following ALL their recommendations; An extension was offered, as bumble support is still trying to figure out the problem. I can only advice to avoid the upgrades, just keep the free version.",1,56,5.362.0,2024-03-23 00:28:31,"Thanks for letting us know! We're reporting this to our team to fix. To help us out, please message us at @BumbleSupport on social media with a few more details—screenshots will help too. Or, you can contact us via bumble.com/contact",2024-03-23 14:00:23,5.362.0,2024,3,Saturday,0
82,Cassiopeia Baker,"Nothing wrong with the app itself per say, but the people on it are a joke. At least when I try to match with someone local or not too far away. I have a better chance at finding someone irl than trying to use this app.",2,2,,2024-03-22 23:43:36,"We’re sorry to hear you haven’t found a meaningful connection yet. If you have any suggestions on how we can improve, please message us at @BumbleSupport on Twitter or Facebook. You can also contact us via bumble.com/contact. Your feedback is valuable to us! 🐝",2024-03-23 22:51:23,,2024,3,Friday,23
83,Sieg Balicula,"Love does cost money. Lmao Edit: while the interns stitched together in a trenchcoat responding to reviews here have claimed that features are free, only last year did I start using this app, and, in that time, some features were in fact free like going back in case you mis swipe and others, but now they cost money.",1,2,5.362.0,2024-03-22 23:40:23,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-24 11:23:53,5.362.0,2024,3,Friday,23
84,Federico Flores,"I can see why other dating app are getting sued, and Bumble should be one of them, because all they want to do is steal your money with nothing in return",1,2,5.362.0,2024-03-22 23:30:12,"This doesn't sound right, Federico. Please message our Support Team on Twitter or Facebook (@BumbleSupport), and we'll look into this for you. 💛",2024-03-23 22:48:23,5.362.0,2024,3,Friday,23
85,chicks R4fags,"Scammers all over and you don't even have the option to report them. Despite bumble claiming to be where girls initiate, I still see girls whose profile says ""won't message you first"". The ones who do message you just say hey then act the same as if you matched with them on another app.",1,1,,2024-03-22 22:36:43,"We take fake profiles seriously on our platform and have a team dedicated to investigating suspicious accounts. If you’re ever unsure about a profile, please report it in the app, and we'll investigate immediately! Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message. 💛",2024-03-23 22:46:52,,2024,3,Friday,22
86,Waseem Raja,Very Bad Application. Beaware from it. Nobody need to install it.,1,1,5.362.0,2024-03-22 21:52:27,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-23 13:02:25,5.362.0,2024,3,Friday,21
87,Shrey Upadhyay,Mm 🫤🌅 🛎️ 🤔☺️about it for a W to see what you think few weeks now e Week,2,0,5.340.1,2024-03-22 21:51:12,"Hey Shrey! Thanks for reaching out. If you have any questions or concerns, please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help. 💛",2024-03-23 22:44:52,5.340.1,2024,3,Friday,21
88,Dan Pier,I sent 5 messages to them no reply. My name was predefined to previous sim card owner once I paid for lifetime subscription 300$. I cannot change the name.,1,1,5.362.0,2024-03-22 21:25:19,"Hey Dan! We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛 We also offer support via social media, on Twitter or Facebook (@BumbleSupport); we'd be happy to help.",2024-03-23 22:23:53,5.362.0,2024,3,Friday,21
89,Mason Kaufman,Garbage,1,1,,2024-03-22 21:18:07,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-23 13:02:26,,2024,3,Friday,21
90,Craig White,so far so good. wish you'd be able to see your first 2 likes for free before having to pay,5,0,5.362.0,2024-03-22 20:49:20,We appreciate you sharing your feedback with us. We are always looking for ways to improve our members' experience on the app so we will make sure to pass your input along to our Product Team.,2024-03-23 13:10:24,5.362.0,2024,3,Friday,20
91,Jon Zack,"I canceled my subscription in February, then within the last two weeks received 8 separate charges of 6.99 for a premium account membership renewal... The support team is claiming they are legitimate charges... Don't let them get your payment info. Glad I checked my bank account who knows how many fraudulent charges they would've racked up.",1,1,5.362.0,2024-03-22 20:36:13,We're sorry to hear you didn't get what you were looking for from our Support Team. We'd be more than happy to take a closer look at this for you. Send us a message at bumble.com/contact.,2024-03-23 13:10:22,5.362.0,2024,3,Friday,20
92,Gian Oberholzer,I have a dream that one day there will be a dating app that doesn't hide my profile from potential matches unless I take out a mortgage to pay for a premium subscription,1,2,,2024-03-22 19:53:09,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 22:43:23,,2024,3,Friday,19
93,Sonjia,"I've tried Bumble off and on multiple times and it just seems to get worse. I rarely swipe right so when I finally do and get a match, it seems promising. However, my matches rarely respond when I send a message, or their reply tends to be very short, like a bot, very questionable. Once again, Bumble continues to disappoint 😞. I'd love to know the percentage of people who met off Bumble and dated or married as this seems futile.",1,1,,2024-03-22 19:46:04,"Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message or ask a question about something on their profile—that's sure to get the conversation started! You got this. 💛",2024-03-24 11:22:52,,2024,3,Friday,19
94,Jordan,Don't bother with this app it's a cash grab. You get a handful of swipes and then they want you to pay for the rest or wait for 24 hrs to do a few more.,1,1,5.362.0,2024-03-22 19:37:58,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 16:27:22,5.362.0,2024,3,Friday,19
