,original_title,genres,original_language,production_countries,production_companies,release_date,year,month,Day,budget,revenue,runtime,status,vote_average,vote_count,popularity
111,Transformers(2007),"Adventure,Science Fiction,Action",en,United States of America,"Paramount Pictures,DreamWorks SKG,Amblin Entertainment,Di Bonaventura Pictures,Platinum Dunes,thinkfilm,SprocketHeads,Hasbro Studios,Revolution Sun Studios",2007-06-27,2007,6,Wednesday,150000000,709709780,144.0,Released,6.6,4040,25.468493
112,Alexander(2004),"War,History,Action,Adventure,Drama,Romance",en,"France,Germany,Italy,Netherlands,United Kingdom,United States of America","France 3 Cinéma,Intermedia Films,Pathé Renn Productions,Egmond Film & Television,Warner Bros.,Pacifica Film,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,WR Universal Group",2004-11-21,2004,11,Sunday,155000000,167298192,175.0,Released,5.6,927,39.019229
113,Harry Potter and the Order of the Phoenix(2007),"Adventure,Fantasy,Family,Mystery",en,"United Kingdom,United States of America","Warner Bros.,Heyday Films",2007-06-28,2007,6,Thursday,150000000,938212738,138.0,Released,7.4,5494,78.144395
114,Harry Potter and the Goblet of Fire(2005),"Adventure,Fantasy,Family",en,"United Kingdom,United States of America","Patalex IV Productions Limited,Warner Bros.,Heyday Films",2005-11-05,2005,11,Saturday,150000000,895921036,157.0,Released,7.5,5608,101.250416
115,Hancock(2008),"Fantasy,Action",en,United States of America,"Columbia Pictures,Weed Road Pictures,Forward Pass,Relativity Media,Overbrook Entertainment,Blue Light,GH Three",2008-07-01,2008,7,Tuesday,150000000,624029371,92.0,Released,6.2,2961,56.758411
116,I Am Legend(2007),"Drama,Horror,Action,Thriller,Science Fiction",en,United States of America,"Village Roadshow Pictures,Original Film,Weed Road Pictures,Warner Bros.,Heyday Films,Overbrook Entertainment",2007-12-14,2007,12,Friday,150000000,585349010,101.0,Released,6.9,4853,70.867401
117,Charlie and the Chocolate Factory(2005),"Adventure,Comedy,Family,Fantasy",en,"Australia,United Kingdom,United States of America","Village Roadshow Pictures,The Zanuck Company,Warner Bros.,Tim Burton Productions,Plan B Entertainment,Theobald Film Productions",2005-07-13,2005,7,Wednesday,150000000,474968763,115.0,Released,6.7,3624,53.905592
118,Ratatouille(2007),"Animation,Comedy,Family,Fantasy",en,United States of America,"Walt Disney Pictures,Pixar Animation Studios",2007-06-22,2007,6,Friday,150000000,623722818,111.0,Released,7.5,4369,65.677399
119,Batman Begins(2005),"Action,Crime,Drama",en,"United Kingdom,United States of America","DC Comics,Legendary Pictures,Warner Bros.,DC Entertainment,Syncopy,Patalex III Productions Limited",2005-06-10,2005,6,Friday,150000000,374218673,140.0,Released,7.5,7359,115.040024
120,Madagascar: Escape 2 Africa(2008),"Family,Animation",en,United States of America,DreamWorks Animation,2008-10-30,2008,10,Thursday,150000000,603900354,89.0,Released,6.2,1810,44.141021
121,Night at the Museum: Battle of the Smithsonian(2009),"Adventure,Fantasy,Action,Comedy,Family",en,"United States of America,Canada","Twentieth Century Fox Film Corporation,1492 Pictures,Dune Entertainment,21 Laps Entertainment,Museum Canada Productions,Moving Picture Company (MPC)",2009-05-20,2009,5,Wednesday,150000000,413106170,105.0,Released,5.9,1971,81.781591
122,X-Men Origins: Wolverine(2009),"Adventure,Action,Thriller,Science Fiction",en,United States of America,"Ingenious Film Partners,Twentieth Century Fox Film Corporation,Donners' Company,Dune Entertainment,Seed Productions,Bad Hat Harry Productions,Big Screen Productions,Marvel Enterprises",2009-04-28,2009,4,Tuesday,150000000,373062864,107.0,Released,6.2,4021,5.954334
123,The Matrix Revolutions(2003),"Adventure,Action,Thriller,Science Fiction",en,"United States of America,Australia","Village Roadshow Pictures,NPV Entertainment,Silver Pictures,Warner Bros.",2003-11-05,2003,11,Wednesday,150000000,424988211,129.0,Released,6.4,3096,73.313918
124,Frozen(2013),"Animation,Adventure,Family",en,United States of America,"Walt Disney Pictures,Walt Disney Animation Studios",2013-11-27,2013,11,Wednesday,150000000,1274219009,102.0,Released,7.3,5295,165.125366
125,The Matrix Reloaded(2003),"Adventure,Action,Thriller,Science Fiction",en,"Australia,United States of America","Village Roadshow Pictures,NPV Entertainment,Heineken Branded Entertainment,Silver Pictures,Warner Bros.",2003-05-15,2003,5,Thursday,150000000,738599701,138.0,Released,6.7,3443,70.78591
126,Thor: The Dark World(2013),"Action,Adventure,Fantasy",en,United States of America,Marvel Studios,2013-10-29,2013,10,Tuesday,170000000,644571402,112.0,Released,6.8,4755,99.499595
127,Mad Max: Fury Road(2015),"Action,Adventure,Science Fiction,Thriller",en,"Australia,United States of America","Village Roadshow Pictures,Kennedy Miller Productions,Warner Bros.",2015-05-13,2015,5,Wednesday,150000000,378858340,120.0,Released,7.2,9427,434.278564
128,Angels & Demons(2009),"Thriller,Mystery",en,"Italy,United States of America","Columbia Pictures,Imagine Entertainment,Panorama Films,Skylark Productions",2009-05-13,2009,5,Wednesday,150000000,356613439,138.0,Released,6.5,2129,67.447636
129,Thor(2011),"Adventure,Fantasy,Action",en,United States of America,Marvel Studios,2011-04-21,2011,4,Thursday,150000000,449326618,115.0,Released,6.6,6525,86.493424
130,Bolt(2008),"Animation,Family,Adventure,Comedy",en,United States of America,Walt Disney Animation Studios,2008-11-21,2008,11,Friday,150000000,309979994,98.0,Released,6.3,1750,41.845878
131,G-Force(2009),"Fantasy,Action,Adventure,Family,Comedy",en,United States of America,"Walt Disney Pictures,Jerry Bruckheimer Films,Whamaphram Productions",2009-07-21,2009,7,Tuesday,150000000,292817841,88.0,Released,5.1,510,26.710398
132,Wrath of the Titans(2012),Adventure,en,"Spain,United States of America","Legendary Pictures,Thunder Road Pictures,Warner Bros.,Cott Productions,Furia de Titanes II, A.I.E.",2012-03-27,2012,3,Tuesday,150000000,301000000,99.0,Released,5.5,1431,44.927635
133,Dark Shadows(2012),"Comedy,Fantasy",en,"Australia,United States of America","Village Roadshow Pictures,Infinitum Nihil,GK Films,Warner Bros.,Tim Burton Productions,Dan Curtis Productions,Zanuck Company, The",2012-05-08,2012,5,Tuesday,150000000,245527149,113.0,Released,5.7,2320,50.306728
134,Mission: Impossible - Rogue Nation(2015),"Action,Adventure,Thriller",en,"China,United States of America","Paramount Pictures,Skydance Productions,China Movie Channel,Bad Robot,TC Productions,Alibaba Pictures Group,Odin",2015-07-23,2015,7,Thursday,150000000,682330139,131.0,Released,7.1,3224,114.522237
135,The Wolfman(2010),"Drama,Horror,Thriller",en,United States of America,"Universal Pictures,Stuber Productions,Relativity Media",2010-02-11,2010,2,Thursday,150000000,0,102.0,Released,5.5,549,21.214571
136,Bee Movie(2007),"Family,Animation,Adventure,Comedy",en,United States of America,"Pacific Data Images (PDI),DreamWorks Animation,Columbus 81 Productions",2007-10-28,2007,10,Sunday,150000000,287594577,91.0,Released,5.7,1171,29.332905
137,Kung Fu Panda 2(2011),"Animation,Family",en,United States of America,DreamWorks Animation,2011-05-25,2011,5,Wednesday,150000000,665692281,91.0,Released,6.7,1880,51.247321
138,The Last Airbender(2010),"Action,Adventure,Family,Fantasy",en,United States of America,"Paramount Pictures,Nickelodeon Movies,Kennedy/Marshall Company, The,Industrial Light & Magic (ILM),Blinding Edge Pictures",2010-06-30,2010,6,Wednesday,150000000,318502923,103.0,Released,4.7,1151,33.769336
139,Mission: Impossible III(2006),"Adventure,Action,Thriller",en,"China,Germany,United States of America","Paramount Pictures,Cruise/Wagner Productions,Studio Babelsberg,MI 3 Film,China Film Co-Production Corporation,China Film Group Corporation (CFGC),The Fourth Production Company Film Group",2006-05-03,2006,5,Wednesday,150000000,397850012,126.0,Released,6.5,2028,63.079003
140,White House Down(2013),"Action,Drama,Thriller",en,United States of America,"Columbia Pictures,Centropolis Entertainment,Iron Horse Entertainment (II),Mythology Entertainment (II)",2013-06-27,2013,6,Thursday,150000000,205366737,131.0,Released,6.4,1891,39.004588
141,Mars Needs Moms(2011),"Adventure,Animation,Family",en,United States of America,Walt Disney Animation Studios,2011-03-09,2011,3,Wednesday,150000000,38992758,88.0,Released,5.5,199,12.362599
142,Flushed Away(2006),"Adventure,Animation,Comedy,Family",en,"United Kingdom,United States of America","Aardman Animations,DreamWorks Animation",2006-10-22,2006,10,Sunday,149000000,64459316,85.0,Released,6.0,874,22.550135
143,Pan(2015),"Adventure,Family,Fantasy",en,United States of America,"Warner Bros.,Moving Picture Company (MPC),Berlanti Productions,RatPac-Dune Entertainment",2015-09-24,2015,9,Thursday,150000000,128388320,111.0,Released,5.9,954,48.03528
144,Mr. Peabody & Sherman(2014),"Animation,Adventure,Family",en,United States of America,"Pacific Data Images (PDI),DreamWorks Animation,Classic Media Productions,Bullwinkle Studios",2014-02-07,2014,2,Friday,145000000,272912430,92.0,Released,6.7,843,38.73494
145,Troy(2004),"Adventure,Drama,War",en,"United States of America,Malta,United Kingdom","Plan B Entertainment,Warner Bros.,Nimar Studios,Radiant Productions,Helena Productions,Latina Pictures",2004-05-13,2004,5,Thursday,175000000,497409852,163.0,Released,6.9,2759,66.803149
146,Madagascar 3: Europe's Most Wanted(2012),"Animation,Family",en,United States of America,DreamWorks Animation,2012-06-06,2012,6,Wednesday,145000000,746921274,93.0,Released,6.4,1808,44.989192
147,Die Another Day(2002),"Adventure,Action,Thriller",en,"United Kingdom,United States of America",Eon Productions,2002-11-17,2002,11,Sunday,140000000,431971116,133.0,Released,5.8,1092,54.159392
148,Ghostbusters(2016),"Action,Fantasy,Comedy",en,United States of America,"Columbia Pictures,Village Roadshow Pictures,Montecito Picture Company, The,LStar Capital,Feigco Entertainment,Pascal Pictures,Ghostcorps",2016-07-14,2016,7,Thursday,144000000,229147509,116.0,Released,5.3,2142,66.21806
149,Armageddon(1998),"Action,Thriller,Science Fiction,Adventure",en,United States of America,"Jerry Bruckheimer Films,Touchstone Pictures,Valhalla Motion Pictures",1998-07-01,1998,7,Wednesday,140000000,553799566,151.0,Released,6.4,2482,58.485967
150,Men in Black II(2002),"Action,Adventure,Comedy,Science Fiction",en,United States of America,"Columbia Pictures,Amblin Entertainment,Columbia Pictures Corporation,Parkes+MacDonald Image Nation",2002-07-03,2002,7,Wednesday,140000000,441818803,88.0,Released,6.0,3114,91.332849
151,Beowulf(2007),"Adventure,Action,Animation",en,United States of America,"Paramount Pictures,Shangri-La Entertainment,ImageMovers,Paramount Animation",2007-11-05,2007,11,Monday,70000000,195735876,115.0,Released,5.5,841,35.601665
152,Kung Fu Panda 3(2016),"Action,Adventure,Animation,Comedy,Family",en,"China,United States of America","Twentieth Century Fox Film Corporation,DreamWorks Animation,China Film Co.,Oriental DreamWorks",2016-01-23,2016,1,Saturday,145000000,521170825,95.0,Released,6.7,1603,56.747978
153,Mission: Impossible - Ghost Protocol(2011),"Action,Thriller,Adventure",en,"Czech Republic,United States of America,United Arab Emirates","Paramount Pictures,Skydance Productions,Bad Robot,TC Productions,Revolution Sun Studios,Kontsept Film Company",2011-12-07,2011,12,Wednesday,145000000,694713380,133.0,Released,6.8,3972,77.77477
154,Rise of the Guardians(2012),"Fantasy,Animation,Family",en,United States of America,DreamWorks Animation,2012-11-21,2012,11,Wednesday,145000000,306941670,97.0,Released,7.1,1922,61.788035
155,Fun with Dick and Jane(2005),Comedy,en,United States of America,"Imagine Entertainment,Columbia Pictures Corporation,JC 23 Entertainment",2005-12-21,2005,12,Wednesday,100000000,202026112,90.0,Released,5.9,627,25.159168
156,The Last Samurai(2003),"Drama,Action,War,History",en,"Japan,United States of America,New Zealand","Cruise/Wagner Productions,Warner Bros.,Radar Pictures,Bedford Falls Company, The",2003-12-05,2003,12,Friday,140000000,456758981,154.0,Released,7.3,1895,52.341226
157,Exodus: Gods and Kings(2014),"Adventure,Drama,Action",en,"Spain,United Kingdom,United States of America","Scott Free Productions,Chernin Entertainment,Babieka,Volcano Films",2014-12-03,2014,12,Wednesday,140000000,268031828,150.0,Released,5.6,1921,101.599427
158,Star Trek(2009),"Science Fiction,Action,Adventure",en,"Germany,United States of America","Paramount Pictures,Spyglass Entertainment,Bad Robot,MavroCine Pictures GmbH & Co. KG",2009-05-06,2009,5,Wednesday,150000000,385680446,127.0,Released,7.4,4518,73.616808
159,Spider-Man(2002),"Fantasy,Action",en,United States of America,"Columbia Pictures,Marvel Enterprises",2002-05-01,2002,5,Wednesday,139000000,821708551,121.0,Released,6.8,5265,82.502566
160,How to Train Your Dragon 2(2014),"Fantasy,Action,Adventure,Animation,Comedy,Family",en,United States of America,"DreamWorks Animation,Mad Hatter Entertainment",2014-06-12,2014,6,Thursday,145000000,609123048,102.0,Released,7.6,3106,100.21391
161,Gods of Egypt(2016),Fantasy,en,"Australia,United States of America","Summit Entertainment,Mystery Clock Cinema,Thunder Road Pictures,TIK Films,Pyramania",2016-02-25,2016,2,Thursday,140000000,150680864,127.0,Released,5.3,1277,56.257249
162,Stealth(2005),Action,en,United States of America,"Laura Ziskin Productions,Original Film,Columbia Pictures Corporation,Phoenix Pictures,AFG Talons Productions",2005-07-28,2005,7,Thursday,135000000,76932943,121.0,Released,4.9,331,17.88953
163,Watchmen(2009),"Action,Mystery,Science Fiction",en,United States of America,"Paramount Pictures,DC Comics,Lawrence Gordon Productions,Legendary Pictures,Warner Bros.,Cruel and Unusual Films",2009-03-05,2009,3,Thursday,130000000,185258983,163.0,Released,7.0,2811,64.798873
164,Lethal Weapon 4(1998),"Action,Adventure,Comedy,Crime,Thriller",en,United States of America,"Silver Pictures,Donner/Shuler-Donner Productions,Warner Bros.",1998-07-10,1998,7,Friday,140000000,285444603,127.0,Released,6.3,767,24.855701
165,Hulk(2003),"Drama,Action,Science Fiction",en,United States of America,"Universal Pictures,Good Machine,Valhalla Motion Pictures,Marvel Enterprises",2003-06-19,2003,6,Thursday,137000000,245360480,138.0,Released,5.3,1533,34.981698
166,G.I. Joe: Retaliation(2013),"Adventure,Action,Science Fiction,Thriller",en,United States of America,"Paramount Pictures,Di Bonaventura Pictures,Hasbro,Skydance Productions,Metro-Goldwyn-Mayer (MGM),Saints LA",2013-03-26,2013,3,Tuesday,130000000,371876278,110.0,Released,5.4,3025,59.325589
167,Sahara(2005),"Action,Adventure,Comedy,Drama,Mystery",en,"Germany,Spain,United Kingdom,United States of America","Paramount Pictures,Bristol Bay Productions,Baldwin Entertainment Group,Desertlands Entertainment,Mace Neufeld Productions,Kanzaman,J.K. Livin Productions,Moguletta,Sahara Productions,Babelsberg Film",2005-04-06,2005,4,Wednesday,130000000,119269486,124.0,Released,5.7,434,21.605568
168,Final Fantasy: The Spirits Within(2001),"Adventure,Action,Animation,Fantasy,Science Fiction,Thriller",en,"Japan,United States of America","Columbia Pictures,Square USA,Chris Lee Productions",2001-07-02,2001,7,Monday,137000000,85131830,106.0,Released,5.9,433,26.074908
169,Captain America: The First Avenger(2011),"Action,Adventure,Science Fiction",en,United States of America,Marvel Studios,2011-07-22,2011,7,Friday,140000000,370569774,124.0,Released,6.6,7047,74.506246
170,The World Is Not Enough(1999),"Adventure,Action,Thriller",en,"United Kingdom,United States of America","Eon Productions,Metro-Goldwyn-Mayer (MGM)",1999-11-08,1999,11,Monday,135000000,361832400,128.0,Released,6.0,862,39.604363
171,Master and Commander: The Far Side of the World(2003),Adventure,en,United States of America,"Universal Pictures,Twentieth Century Fox Film Corporation,Samuel Goldwyn Films,Miramax",2003-11-14,2003,11,Friday,150000000,212011111,138.0,Released,6.9,790,36.973031
172,The Twilight Saga: Breaking Dawn - Part 2(2012),"Adventure,Fantasy,Drama,Romance",en,United States of America,"Summit Entertainment,Sunswept Entertainment,Temple Hill Entertainment",2012-11-13,2012,11,Tuesday,120000000,829000000,115.0,Released,6.1,2553,99.687084
173,Happy Feet Two(2011),"Animation,Comedy,Family",en,Australia,"Village Roadshow Pictures,Warner Bros.,Dr D Studios,Kennedy Miller Mitchell",2011-11-17,2011,11,Thursday,130000000,150406466,100.0,Released,5.8,373,17.7735
174,The Incredible Hulk(2008),"Science Fiction,Action,Adventure",en,United States of America,"Universal Pictures,Marvel Studios,Valhalla Motion Pictures,MVL Incredible Productions",2008-06-12,2008,6,Thursday,150000000,163712074,114.0,Released,6.1,3021,62.898336
175,The BFG(2016),"Adventure,Family,Fantasy",en,"India,United States of America","Walt Disney Pictures,Amblin Entertainment,Reliance Entertainment,Kennedy/Marshall Company, The,Walden Media",2016-06-01,2016,6,Wednesday,140000000,183345589,120.0,Released,6.0,1000,44.19092
